pollster_rating_name,methodology,numeric_grade,start_date,end_date,sample_size,state,candidate_name,percent,transparency_score,population_group,days_until_election
The New York Times/Siena College,Live Phone,3,2024-09-17,2024-09-21,682,Georgia,Kamala Harris,44,9,likely voters,45
The New York Times/Siena College,Live Phone,3,2024-09-17,2024-09-21,682,Georgia,Donald Trump,47,9,likely voters,45
The New York Times/Siena College,Live Phone,3,2024-09-17,2024-09-21,682,North Carolina,Kamala Harris,47,9,registered voters,45
The New York Times/Siena College,Live Phone,3,2024-09-17,2024-09-21,682,North Carolina,Donald Trump,48,9,registered voters,45
The New York Times/Siena College,Live Phone,3,2024-09-17,2024-09-21,682,North Carolina,Kamala Harris,47,9,likely voters,45
The New York Times/Siena College,Live Phone,3,2024-09-17,2024-09-21,682,North Carolina,Donald Trump,49,9,likely voters,45
The New York Times/Siena College,Live Phone,3,2024-09-17,2024-09-21,682,North Carolina,Kamala Harris,46,9,registered voters,45
The New York Times/Siena College,Live Phone,3,2024-09-17,2024-09-21,682,North Carolina,Donald Trump,46,9,registered voters,45
The New York Times/Siena College,Live Phone,3,2024-09-17,2024-09-21,682,North Carolina,Kamala Harris,45,9,likely voters,45
The New York Times/Siena College,Live Phone,3,2024-09-17,2024-09-21,682,North Carolina,Donald Trump,47,9,likely voters,45
YouGov,Online Panel,3,2024-09-18,2024-09-20,3129,National,Kamala Harris,52,9,likely voters,46
YouGov,Online Panel,3,2024-09-18,2024-09-20,3129,National,Donald Trump,48,9,likely voters,46
Muhlenberg College Institute of Public Opinion,Live Phone,2.8,2024-09-16,2024-09-19,450,Pennsylvania,Kamala Harris,48,8,likely voters,47
Muhlenberg College Institute of Public Opinion,Live Phone,2.8,2024-09-16,2024-09-19,450,Pennsylvania,Donald Trump,48,8,likely voters,47
University of Massachusetts Lowell Center for Public Opinion,Online Panel,2.9,2024-09-11,2024-09-19,650,Michigan,Kamala Harris,48,9,likely voters,47
University of Massachusetts Lowell Center for Public Opinion,Online Panel,2.9,2024-09-11,2024-09-19,650,Michigan,Donald Trump,43,9,likely voters,47
University of Massachusetts Lowell Center for Public Opinion,Online Panel,2.9,2024-09-11,2024-09-19,800,Pennsylvania,Kamala Harris,48,9,likely voters,47
University of Massachusetts Lowell Center for Public Opinion,Online Panel,2.9,2024-09-11,2024-09-19,800,Pennsylvania,Donald Trump,46,9,likely voters,47
Mason-Dixon Polling & Strategy,Live Phone,2.6,2024-09-16,2024-09-18,800,Minnesota,Kamala Harris,48,6,likely voters,48
Mason-Dixon Polling & Strategy,Live Phone,2.6,2024-09-16,2024-09-18,800,Minnesota,Donald Trump,43,6,likely voters,48
Suffolk University,Live Phone,2.9,2024-09-16,2024-09-18,500,Michigan,Kamala Harris,47.6,8,likely voters,48
Suffolk University,Live Phone,2.9,2024-09-16,2024-09-18,500,Michigan,Donald Trump,45.4,8,likely voters,48
Emerson College,Mixed,2.9,2024-09-15,2024-09-18,868,Arizona,Kamala Harris,48.7,7,likely voters,48
Emerson College,Mixed,2.9,2024-09-15,2024-09-18,868,Arizona,Donald Trump,49.8,7,likely voters,48
Emerson College,Mixed,2.9,2024-09-15,2024-09-18,975,Georgia,Kamala Harris,48.2,7,likely voters,48
Emerson College,Mixed,2.9,2024-09-15,2024-09-18,975,Georgia,Donald Trump,50.3,7,likely voters,48
Emerson College,Mixed,2.9,2024-09-15,2024-09-18,875,Michigan,Kamala Harris,50,7,likely voters,48
Emerson College,Mixed,2.9,2024-09-15,2024-09-18,875,Michigan,Donald Trump,49.1,7,likely voters,48
Emerson College,Mixed,2.9,2024-09-15,2024-09-18,895,Nevada,Kamala Harris,48.8,7,likely voters,48
Emerson College,Mixed,2.9,2024-09-15,2024-09-18,895,Nevada,Donald Trump,49,7,likely voters,48
Emerson College,Mixed,2.9,2024-09-15,2024-09-18,880,Pennsylvania,Kamala Harris,49.6,7,likely voters,48
Emerson College,Mixed,2.9,2024-09-15,2024-09-18,880,Pennsylvania,Donald Trump,49.3,7,likely voters,48
Emerson College,Mixed,2.9,2024-09-15,2024-09-18,1000,North Carolina,Kamala Harris,49.7,7,likely voters,48
Emerson College,Mixed,2.9,2024-09-15,2024-09-18,1000,North Carolina,Donald Trump,49.3,7,likely voters,48
Emerson College,Mixed,2.9,2024-09-15,2024-09-18,1000,Wisconsin,Kamala Harris,48.7,7,likely voters,48
Emerson College,Mixed,2.9,2024-09-15,2024-09-18,1000,Wisconsin,Donald Trump,50.3,7,likely voters,48
MassINC Polling Group,Mixed,2.8,2024-09-12,2024-09-18,800,Pennsylvania,Kamala Harris,50,7,likely voters,48
MassINC Polling Group,Mixed,2.8,2024-09-12,2024-09-18,800,Pennsylvania,Donald Trump,46,7,likely voters,48
MassINC Polling Group,Mixed,2.8,2024-09-12,2024-09-18,800,Pennsylvania,Kamala Harris,52,7,likely voters,48
MassINC Polling Group,Mixed,2.8,2024-09-12,2024-09-18,800,Pennsylvania,Donald Trump,47,7,likely voters,48
MassINC Polling Group,Mixed,2.8,2024-09-12,2024-09-18,800,Massachusetts,Kamala Harris,60,7,likely voters,48
MassINC Polling Group,Mixed,2.8,2024-09-12,2024-09-18,800,Massachusetts,Donald Trump,32,7,likely voters,48
MassINC Polling Group,Mixed,2.8,2024-09-12,2024-09-18,800,Massachusetts,Kamala Harris,63,7,likely voters,48
MassINC Polling Group,Mixed,2.8,2024-09-12,2024-09-18,800,Massachusetts,Donald Trump,35,7,likely voters,48
SurveyUSA,Online Panel,2.8,2024-09-12,2024-09-18,619,New Mexico,Kamala Harris,50,8,likely voters,48
SurveyUSA,Online Panel,2.8,2024-09-12,2024-09-18,619,New Mexico,Donald Trump,42,8,likely voters,48
MassINC Polling Group,Mixed,2.8,2024-09-12,2024-09-18,800,Wisconsin,Kamala Harris,51,7,likely voters,48
MassINC Polling Group,Mixed,2.8,2024-09-12,2024-09-18,800,Wisconsin,Donald Trump,45,7,likely voters,48
MassINC Polling Group,Mixed,2.8,2024-09-12,2024-09-18,800,Wisconsin,Kamala Harris,53,7,likely voters,48
MassINC Polling Group,Mixed,2.8,2024-09-12,2024-09-18,800,Wisconsin,Donald Trump,46,7,likely voters,48
MassINC Polling Group,Mixed,2.8,2024-09-12,2024-09-18,800,Connecticut,Kamala Harris,53,7,likely voters,48
MassINC Polling Group,Mixed,2.8,2024-09-12,2024-09-18,800,Connecticut,Donald Trump,37,7,likely voters,48
MassINC Polling Group,Mixed,2.8,2024-09-12,2024-09-18,800,Rhode Island,Kamala Harris,53,7,likely voters,48
MassINC Polling Group,Mixed,2.8,2024-09-12,2024-09-18,800,Rhode Island,Donald Trump,40,7,likely voters,48
MassINC Polling Group,Mixed,2.8,2024-09-12,2024-09-18,800,Rhode Island,Kamala Harris,56,7,likely voters,48
MassINC Polling Group,Mixed,2.8,2024-09-12,2024-09-18,800,Rhode Island,Donald Trump,43,7,likely voters,48
YouGov,Online Panel,3,2024-09-15,2024-09-17,1445,National,Kamala Harris,49,9,registered voters,49
YouGov,Online Panel,3,2024-09-15,2024-09-17,1445,National,Donald Trump,45,9,registered voters,49
Hart Research Associates/Public Opinion Strategies,Live Phone,2.6,2024-09-13,2024-09-17,1000,National,Kamala Harris,49,4,registered voters,49
Hart Research Associates/Public Opinion Strategies,Live Phone,2.6,2024-09-13,2024-09-17,1000,National,Donald Trump,44,4,registered voters,49
Hart Research Associates/Public Opinion Strategies,Live Phone,2.6,2024-09-13,2024-09-17,1000,National,Kamala Harris,47,4,registered voters,49
Hart Research Associates/Public Opinion Strategies,Live Phone,2.6,2024-09-13,2024-09-17,1000,National,Donald Trump,41,4,registered voters,49
Marist College,Mixed,2.9,2024-09-12,2024-09-17,1663,Pennsylvania,Kamala Harris,49,7,registered voters,49
Marist College,Mixed,2.9,2024-09-12,2024-09-17,1663,Pennsylvania,Donald Trump,48,7,registered voters,49
Marist College,Mixed,2.9,2024-09-12,2024-09-17,1476,Pennsylvania,Kamala Harris,49,7,likely voters,49
Marist College,Mixed,2.9,2024-09-12,2024-09-17,1476,Pennsylvania,Donald Trump,49,7,likely voters,49
Marist College,Mixed,2.9,2024-09-12,2024-09-17,1312,Wisconsin,Kamala Harris,50,7,registered voters,49
Marist College,Mixed,2.9,2024-09-12,2024-09-17,1312,Wisconsin,Donald Trump,47,7,registered voters,49
Marist College,Mixed,2.9,2024-09-12,2024-09-17,1194,Wisconsin,Kamala Harris,50,7,likely voters,49
Marist College,Mixed,2.9,2024-09-12,2024-09-17,1194,Wisconsin,Donald Trump,49,7,likely voters,49
Marist College,Mixed,2.9,2024-09-12,2024-09-17,1282,Michigan,Kamala Harris,50,7,registered voters,49
Marist College,Mixed,2.9,2024-09-12,2024-09-17,1282,Michigan,Donald Trump,47,7,registered voters,49
Marist College,Mixed,2.9,2024-09-12,2024-09-17,1138,Michigan,Kamala Harris,52,7,likely voters,49
Marist College,Mixed,2.9,2024-09-12,2024-09-17,1138,Michigan,Donald Trump,47,7,likely voters,49
Data for Progress,Online Panel,2.6,2024-09-12,2024-09-17,6152,National,Kamala Harris,50,10,likely voters,49
Data for Progress,Online Panel,2.6,2024-09-12,2024-09-17,6152,National,Donald Trump,45,10,likely voters,49
Beacon Research/Shaw & Co. Research,Mixed,2.8,2024-09-13,2024-09-16,1102,National,Kamala Harris,50,9,registered voters,50
Beacon Research/Shaw & Co. Research,Mixed,2.8,2024-09-13,2024-09-16,1102,National,Donald Trump,48,9,registered voters,50
Beacon Research/Shaw & Co. Research,Mixed,2.8,2024-09-13,2024-09-16,876,National,Kamala Harris,50,9,likely voters,50
Beacon Research/Shaw & Co. Research,Mixed,2.8,2024-09-13,2024-09-16,876,National,Donald Trump,48,9,likely voters,50
Quinnipiac University,Live Phone,2.8,2024-09-12,2024-09-16,1331,Pennsylvania,Kamala Harris,51,9,likely voters,50
Quinnipiac University,Live Phone,2.8,2024-09-12,2024-09-16,1331,Pennsylvania,Donald Trump,45,9,likely voters,50
Quinnipiac University,Live Phone,2.8,2024-09-12,2024-09-16,1331,Pennsylvania,Kamala Harris,51,9,likely voters,50
Quinnipiac University,Live Phone,2.8,2024-09-12,2024-09-16,1331,Pennsylvania,Donald Trump,46,9,likely voters,50
Quinnipiac University,Live Phone,2.8,2024-09-12,2024-09-16,905,Michigan,Kamala Harris,50,9,likely voters,50
Quinnipiac University,Live Phone,2.8,2024-09-12,2024-09-16,905,Michigan,Donald Trump,45,9,likely voters,50
Quinnipiac University,Live Phone,2.8,2024-09-12,2024-09-16,905,Michigan,Kamala Harris,51,9,likely voters,50
Quinnipiac University,Live Phone,2.8,2024-09-12,2024-09-16,905,Michigan,Donald Trump,46,9,likely voters,50
Quinnipiac University,Live Phone,2.8,2024-09-12,2024-09-16,1075,Wisconsin,Kamala Harris,48,9,likely voters,50
Quinnipiac University,Live Phone,2.8,2024-09-12,2024-09-16,1075,Wisconsin,Donald Trump,47,9,likely voters,50
Quinnipiac University,Live Phone,2.8,2024-09-12,2024-09-16,1075,Wisconsin,Kamala Harris,49,9,likely voters,50
Quinnipiac University,Live Phone,2.8,2024-09-12,2024-09-16,1075,Wisconsin,Donald Trump,48,9,likely voters,50
University of New Hampshire Survey Center,Probability Panel,2.6,2024-09-12,2024-09-16,683,Rhode Island,Kamala Harris,58,10,likely voters,50
University of New Hampshire Survey Center,Probability Panel,2.6,2024-09-12,2024-09-16,683,Rhode Island,Donald Trump,38,10,likely voters,50
University of New Hampshire Survey Center,Probability Panel,2.6,2024-09-12,2024-09-16,564,Massachusetts,Kamala Harris,62,10,likely voters,50
University of New Hampshire Survey Center,Probability Panel,2.6,2024-09-12,2024-09-16,564,Massachusetts,Donald Trump,31,10,likely voters,50
University of New Hampshire Survey Center,Probability Panel,2.6,2024-09-12,2024-09-16,1695,New Hampshire,Kamala Harris,54,10,likely voters,50
University of New Hampshire Survey Center,Probability Panel,2.6,2024-09-12,2024-09-16,1695,New Hampshire,Donald Trump,43,10,likely voters,50
ABC News/The Washington Post,Mixed,3,2024-09-12,2024-09-16,1003,Pennsylvania,Kamala Harris,48,9,likely voters,50
ABC News/The Washington Post,Mixed,3,2024-09-12,2024-09-16,1003,Pennsylvania,Donald Trump,47,9,likely voters,50
ABC News/The Washington Post,Mixed,3,2024-09-12,2024-09-16,1003,Pennsylvania,Kamala Harris,48,9,likely voters,50
ABC News/The Washington Post,Mixed,3,2024-09-12,2024-09-16,1003,Pennsylvania,Donald Trump,48,9,likely voters,50
The New York Times/Siena College,Live Phone,3,2024-09-11,2024-09-16,2437,National,Kamala Harris,47,9,likely voters,50
The New York Times/Siena College,Live Phone,3,2024-09-11,2024-09-16,2437,National,Donald Trump,47,9,likely voters,50
The New York Times/Siena College,Live Phone,3,2024-09-11,2024-09-16,2437,National,Kamala Harris,46,9,registered voters,50
The New York Times/Siena College,Live Phone,3,2024-09-11,2024-09-16,2437,National,Donald Trump,47,9,registered voters,50
The New York Times/Siena College,Live Phone,3,2024-09-11,2024-09-16,2437,National,Kamala Harris,45,9,registered voters,50
The New York Times/Siena College,Live Phone,3,2024-09-11,2024-09-16,2437,National,Donald Trump,46,9,registered voters,50
The New York Times/Siena College,Live Phone,3,2024-09-11,2024-09-16,2437,National,Kamala Harris,46,9,likely voters,50
The New York Times/Siena College,Live Phone,3,2024-09-11,2024-09-16,2437,National,Donald Trump,46,9,likely voters,50
Siena College,Mixed,2.7,2024-09-11,2024-09-16,1003,New York,Kamala Harris,52,7,likely voters,50
Siena College,Mixed,2.7,2024-09-11,2024-09-16,1003,New York,Donald Trump,40,7,likely voters,50
Siena College,Mixed,2.7,2024-09-11,2024-09-16,1003,New York,Kamala Harris,55,7,likely voters,50
Siena College,Mixed,2.7,2024-09-11,2024-09-16,1003,New York,Donald Trump,42,7,likely voters,50
The New York Times/Siena College,Live Phone,3,2024-09-11,2024-09-16,1082,Pennsylvania,Kamala Harris,50,9,registered voters,50
The New York Times/Siena College,Live Phone,3,2024-09-11,2024-09-16,1082,Pennsylvania,Donald Trump,46,9,registered voters,50
The New York Times/Siena College,Live Phone,3,2024-09-11,2024-09-16,1082,Pennsylvania,Kamala Harris,50,9,likely voters,50
The New York Times/Siena College,Live Phone,3,2024-09-11,2024-09-16,1082,Pennsylvania,Donald Trump,46,9,likely voters,50
The New York Times/Siena College,Live Phone,3,2024-09-11,2024-09-16,1082,Pennsylvania,Kamala Harris,48,9,registered voters,50
The New York Times/Siena College,Live Phone,3,2024-09-11,2024-09-16,1082,Pennsylvania,Donald Trump,45,9,registered voters,50
The New York Times/Siena College,Live Phone,3,2024-09-11,2024-09-16,1082,Pennsylvania,Kamala Harris,49,9,likely voters,50
The New York Times/Siena College,Live Phone,3,2024-09-11,2024-09-16,1082,Pennsylvania,Donald Trump,45,9,likely voters,50
Monmouth University Polling Institute,Mixed,2.9,2024-09-11,2024-09-15,803,National,Kamala Harris,48,9,registered voters,51
Monmouth University Polling Institute,Mixed,2.9,2024-09-11,2024-09-15,803,National,Donald Trump,44,9,registered voters,51
Suffolk University,Live Phone,2.9,2024-09-11,2024-09-14,500,Pennsylvania,Kamala Harris,48.6,8,likely voters,52
Suffolk University,Live Phone,2.9,2024-09-11,2024-09-14,500,Pennsylvania,Donald Trump,45.6,8,likely voters,52
Data for Progress,Online Panel,2.6,2024-09-12,2024-09-13,1283,National,Kamala Harris,50,10,likely voters,53
Data for Progress,Online Panel,2.6,2024-09-12,2024-09-13,1283,National,Donald Trump,46,10,likely voters,53
Emerson College,Mixed,2.9,2024-09-12,2024-09-13,890,Maryland,Kamala Harris,65.3,7,likely voters,53
Emerson College,Mixed,2.9,2024-09-12,2024-09-13,890,Maryland,Donald Trump,33.3,7,likely voters,53
Emerson College,Mixed,2.9,2024-09-12,2024-09-13,850,Missouri,Kamala Harris,43.4,7,likely voters,53
Emerson College,Mixed,2.9,2024-09-12,2024-09-13,850,Missouri,Donald Trump,55.2,7,likely voters,53
Emerson College,Mixed,2.9,2024-09-12,2024-09-13,1000,Indiana,Kamala Harris,40.7,7,likely voters,53
Emerson College,Mixed,2.9,2024-09-12,2024-09-13,1000,Indiana,Donald Trump,57.9,7,likely voters,53
YouGov,Online Panel,3,2024-09-11,2024-09-13,1177,National,Kamala Harris,50,9,registered voters,53
YouGov,Online Panel,3,2024-09-11,2024-09-13,1177,National,Donald Trump,45,9,registered voters,53
YouGov,Online Panel,3,2024-09-11,2024-09-13,1090,National,Kamala Harris,50,9,likely voters,53
YouGov,Online Panel,3,2024-09-11,2024-09-13,1090,National,Donald Trump,46,9,likely voters,53
YouGov,Online Panel,3,2024-09-11,2024-09-13,1175,National,Kamala Harris,48,9,registered voters,53
YouGov,Online Panel,3,2024-09-11,2024-09-13,1175,National,Donald Trump,44,9,registered voters,53
YouGov,Online Panel,3,2024-09-11,2024-09-13,1090,National,Kamala Harris,49,9,likely voters,53
YouGov,Online Panel,3,2024-09-11,2024-09-13,1090,National,Donald Trump,45,9,likely voters,53
Ipsos,Probability Panel,2.8,2024-09-11,2024-09-13,3276,National,Kamala Harris,51,9.5,adults,53
Ipsos,Probability Panel,2.8,2024-09-11,2024-09-13,3276,National,Donald Trump,46,9.5,adults,53
Ipsos,Probability Panel,2.8,2024-09-11,2024-09-13,2772,National,Kamala Harris,51,9.5,registered voters,53
Ipsos,Probability Panel,2.8,2024-09-11,2024-09-13,2772,National,Donald Trump,47,9.5,registered voters,53
Ipsos,Probability Panel,2.8,2024-09-11,2024-09-13,2196,National,Kamala Harris,52,9.5,likely voters,53
Ipsos,Probability Panel,2.8,2024-09-11,2024-09-13,2196,National,Donald Trump,46,9.5,likely voters,53
Ipsos,Probability Panel,2.8,2024-09-11,2024-09-13,3276,National,Kamala Harris,51,9.5,adults,53
Ipsos,Probability Panel,2.8,2024-09-11,2024-09-13,3276,National,Donald Trump,45,9.5,adults,53
Ipsos,Probability Panel,2.8,2024-09-11,2024-09-13,2772,National,Kamala Harris,50,9.5,registered voters,53
Ipsos,Probability Panel,2.8,2024-09-11,2024-09-13,2772,National,Donald Trump,46,9.5,registered voters,53
Ipsos,Probability Panel,2.8,2024-09-11,2024-09-13,2196,National,Kamala Harris,51,9.5,likely voters,53
Ipsos,Probability Panel,2.8,2024-09-11,2024-09-13,2196,National,Donald Trump,46,9.5,likely voters,53
Ipsos,Probability Panel,2.8,2024-09-11,2024-09-12,1405,National,Kamala Harris,47,9.5,registered voters,54
Ipsos,Probability Panel,2.8,2024-09-11,2024-09-12,1405,National,Donald Trump,42,9.5,registered voters,54
Ipsos,Probability Panel,2.8,2024-09-11,2024-09-12,1690,National,Kamala Harris,43,9.5,adults,54
Ipsos,Probability Panel,2.8,2024-09-11,2024-09-12,1690,National,Donald Trump,39,9.5,adults,54
Data Orbital,Mixed,2.9,2024-09-07,2024-09-09,550,Arizona,Kamala Harris,46,10,likely voters,57
Data Orbital,Mixed,2.9,2024-09-07,2024-09-09,550,Arizona,Donald Trump,46.2,10,likely voters,57
Quinnipiac University,Live Phone,2.8,2024-09-04,2024-09-08,940,North Carolina,Kamala Harris,49,9,likely voters,58
Quinnipiac University,Live Phone,2.8,2024-09-04,2024-09-08,940,North Carolina,Donald Trump,46,9,likely voters,58
Quinnipiac University,Live Phone,2.8,2024-09-04,2024-09-08,940,North Carolina,Kamala Harris,50,9,likely voters,58
Quinnipiac University,Live Phone,2.8,2024-09-04,2024-09-08,940,North Carolina,Donald Trump,47,9,likely voters,58
Quinnipiac University,Live Phone,2.8,2024-09-04,2024-09-08,969,Georgia,Kamala Harris,45,9,likely voters,58
Quinnipiac University,Live Phone,2.8,2024-09-04,2024-09-08,969,Georgia,Donald Trump,49,9,likely voters,58
Quinnipiac University,Live Phone,2.8,2024-09-04,2024-09-08,969,Georgia,Kamala Harris,46,9,likely voters,58
Quinnipiac University,Live Phone,2.8,2024-09-04,2024-09-08,969,Georgia,Donald Trump,49,9,likely voters,58
The Washington Post/George Mason University Schar School of Policy and Government,Mixed,2.7,2024-09-04,2024-09-08,1005,Virginia,Kamala Harris,50,9,likely voters,58
The Washington Post/George Mason University Schar School of Policy and Government,Mixed,2.7,2024-09-04,2024-09-08,1005,Virginia,Donald Trump,42,9,likely voters,58
The Washington Post/George Mason University Schar School of Policy and Government,Mixed,2.7,2024-09-04,2024-09-08,1005,Virginia,Kamala Harris,51,9,likely voters,58
The Washington Post/George Mason University Schar School of Policy and Government,Mixed,2.7,2024-09-04,2024-09-08,1005,Virginia,Donald Trump,43,9,likely voters,58
The Washington Post/George Mason University Schar School of Policy and Government,Mixed,2.7,2024-09-04,2024-09-08,1005,Virginia,Kamala Harris,49,9,registered voters,58
The Washington Post/George Mason University Schar School of Policy and Government,Mixed,2.7,2024-09-04,2024-09-08,1005,Virginia,Donald Trump,42,9,registered voters,58
The Washington Post/George Mason University Schar School of Policy and Government,Mixed,2.7,2024-09-04,2024-09-08,1005,Virginia,Kamala Harris,51,9,registered voters,58
The Washington Post/George Mason University Schar School of Policy and Government,Mixed,2.7,2024-09-04,2024-09-08,1005,Virginia,Donald Trump,43,9,registered voters,58
SurveyUSA,Online Panel,2.8,2024-09-04,2024-09-07,676,North Carolina,Kamala Harris,49,8,likely voters,59
SurveyUSA,Online Panel,2.8,2024-09-04,2024-09-07,676,North Carolina,Donald Trump,46,8,likely voters,59
YouGov,Online Panel,3,2024-09-03,2024-09-06,1077,Michigan,Kamala Harris,50,9,likely voters,60
YouGov,Online Panel,3,2024-09-03,2024-09-06,1077,Michigan,Donald Trump,49,9,likely voters,60
YouGov,Online Panel,3,2024-09-03,2024-09-06,1078,Pennsylvania,Kamala Harris,50,9,likely voters,60
YouGov,Online Panel,3,2024-09-03,2024-09-06,1078,Pennsylvania,Donald Trump,50,9,likely voters,60
YouGov,Online Panel,3,2024-09-03,2024-09-06,946,Wisconsin,Kamala Harris,51,9,likely voters,60
YouGov,Online Panel,3,2024-09-03,2024-09-06,946,Wisconsin,Donald Trump,49,9,likely voters,60
The New York Times/Siena College,Live Phone,3,2024-09-03,2024-09-06,1695,National,Kamala Harris,47,9,likely voters,60
The New York Times/Siena College,Live Phone,3,2024-09-03,2024-09-06,1695,National,Donald Trump,48,9,likely voters,60
The New York Times/Siena College,Live Phone,3,2024-09-03,2024-09-06,1695,National,Kamala Harris,45,9,likely voters,60
The New York Times/Siena College,Live Phone,3,2024-09-03,2024-09-06,1695,National,Donald Trump,47,9,likely voters,60
The New York Times/Siena College,Live Phone,3,2024-09-03,2024-09-06,1695,National,Kamala Harris,46,9,registered voters,60
The New York Times/Siena College,Live Phone,3,2024-09-03,2024-09-06,1695,National,Donald Trump,48,9,registered voters,60
The New York Times/Siena College,Live Phone,3,2024-09-03,2024-09-06,1695,National,Kamala Harris,44,9,registered voters,60
The New York Times/Siena College,Live Phone,3,2024-09-03,2024-09-06,1695,National,Donald Trump,46,9,registered voters,60
Emerson College,Mixed,2.9,2024-09-03,2024-09-05,815,California,Kamala Harris,60.8,7,likely voters,61
Emerson College,Mixed,2.9,2024-09-03,2024-09-05,815,California,Donald Trump,38,7,likely voters,61
Emerson College,Mixed,2.9,2024-09-03,2024-09-05,815,Florida,Kamala Harris,47.6,7,likely voters,61
Emerson College,Mixed,2.9,2024-09-03,2024-09-05,815,Florida,Donald Trump,51.1,7,likely voters,61
Emerson College,Mixed,2.9,2024-09-03,2024-09-05,845,Texas,Kamala Harris,48,7,likely voters,61
Emerson College,Mixed,2.9,2024-09-03,2024-09-05,845,Texas,Donald Trump,50.9,7,likely voters,61
Emerson College,Mixed,2.9,2024-09-03,2024-09-05,945,Ohio,Kamala Harris,44.7,7,likely voters,61
Emerson College,Mixed,2.9,2024-09-03,2024-09-05,945,Ohio,Donald Trump,54.3,7,likely voters,61
Marist College,Mixed,2.9,2024-09-03,2024-09-05,1413,National,Kamala Harris,49,7,registered voters,61
Marist College,Mixed,2.9,2024-09-03,2024-09-05,1413,National,Donald Trump,48,7,registered voters,61
Marquette University Law School,Mixed,3,2024-08-28,2024-09-05,822,Wisconsin,Kamala Harris,52,10,registered voters,61
Marquette University Law School,Mixed,3,2024-08-28,2024-09-05,822,Wisconsin,Donald Trump,48,10,registered voters,61
Marquette University Law School,Mixed,3,2024-08-28,2024-09-05,738,Wisconsin,Kamala Harris,52,10,likely voters,61
Marquette University Law School,Mixed,3,2024-08-28,2024-09-05,738,Wisconsin,Donald Trump,48,10,likely voters,61
Marquette University Law School,Mixed,3,2024-08-28,2024-09-05,822,Wisconsin,Kamala Harris,47,10,registered voters,61
Marquette University Law School,Mixed,3,2024-08-28,2024-09-05,822,Wisconsin,Donald Trump,43,10,registered voters,61
Marquette University Law School,Mixed,3,2024-08-28,2024-09-05,738,Wisconsin,Kamala Harris,48,10,likely voters,61
Marquette University Law School,Mixed,3,2024-08-28,2024-09-05,738,Wisconsin,Donald Trump,43,10,likely voters,61
Emerson College,Mixed,2.9,2024-09-03,2024-09-04,1000,National,Kamala Harris,51.3,7,likely voters,62
Emerson College,Mixed,2.9,2024-09-03,2024-09-04,1000,National,Donald Trump,47.6,7,likely voters,62
YouGov,Online Panel,3,2024-09-01,2024-09-03,1389,National,Kamala Harris,47,9,registered voters,63
YouGov,Online Panel,3,2024-09-01,2024-09-03,1389,National,Donald Trump,45,9,registered voters,63
YouGov,Online Panel,3,2024-08-23,2024-08-31,1200,Texas,Kamala Harris,44,9,registered voters,66
YouGov,Online Panel,3,2024-08-23,2024-08-31,1200,Texas,Donald Trump,49,9,registered voters,66
YouGov,Online Panel,3,2024-08-23,2024-08-31,1200,Texas,Kamala Harris,44,9,registered voters,66
YouGov,Online Panel,3,2024-08-23,2024-08-31,1200,Texas,Donald Trump,49,9,registered voters,66
SurveyUSA,Online Panel,2.8,2024-08-27,2024-08-29,635,Minnesota,Kamala Harris,48,8,likely voters,68
SurveyUSA,Online Panel,2.8,2024-08-27,2024-08-29,635,Minnesota,Donald Trump,43,8,likely voters,68
CNN,Probability Panel,2.8,2024-08-23,2024-08-29,682,Arizona,Kamala Harris,44,10,likely voters,68
CNN,Probability Panel,2.8,2024-08-23,2024-08-29,682,Arizona,Donald Trump,49,10,likely voters,68
CNN,Probability Panel,2.8,2024-08-23,2024-08-29,617,Georgia,Kamala Harris,48,10,likely voters,68
CNN,Probability Panel,2.8,2024-08-23,2024-08-29,617,Georgia,Donald Trump,47,10,likely voters,68
CNN,Probability Panel,2.8,2024-08-23,2024-08-29,708,Michigan,Kamala Harris,48,10,likely voters,68
CNN,Probability Panel,2.8,2024-08-23,2024-08-29,708,Michigan,Donald Trump,43,10,likely voters,68
CNN,Probability Panel,2.8,2024-08-23,2024-08-29,626,Nevada,Kamala Harris,48,10,likely voters,68
CNN,Probability Panel,2.8,2024-08-23,2024-08-29,626,Nevada,Donald Trump,47,10,likely voters,68
CNN,Probability Panel,2.8,2024-08-23,2024-08-29,789,Pennsylvania,Kamala Harris,47,10,likely voters,68
CNN,Probability Panel,2.8,2024-08-23,2024-08-29,789,Pennsylvania,Donald Trump,47,10,likely voters,68
CNN,Probability Panel,2.8,2024-08-23,2024-08-29,976,Wisconsin,Kamala Harris,50,10,likely voters,68
CNN,Probability Panel,2.8,2024-08-23,2024-08-29,976,Wisconsin,Donald Trump,44,10,likely voters,68
East Carolina University Center for Survey Research,Mixed,2.6,2024-08-26,2024-08-28,920,North Carolina,Kamala Harris,46.9,7,likely voters,69
East Carolina University Center for Survey Research,Mixed,2.6,2024-08-26,2024-08-28,920,North Carolina,Donald Trump,47.6,7,likely voters,69
Emerson College,Mixed,2.9,2024-08-25,2024-08-28,720,Arizona,Kamala Harris,47.5,7,likely voters,69
Emerson College,Mixed,2.9,2024-08-25,2024-08-28,720,Arizona,Donald Trump,51.2,7,likely voters,69
Emerson College,Mixed,2.9,2024-08-25,2024-08-28,800,Michigan,Kamala Harris,51.2,7,likely voters,69
